273.80655,4396.48201,14.94366,42.04534,11.84793,-15.73663
171.10245,2513.93425,7.47533,0,8.12479,-15.7121
174.71468,2542.98014,5.76836,0,5.03351,-15.61467
325.7375,4694.42023,16.6561,69.11735,10.6805,-15.41844
142.95256,2056.50283,4.473,107.0872,1.93784,-14.41209
99.82424,1721.65118,1.82841,135.03085,2.22021,-14.41042
176.79159,2560.68278,7.98673,0,5.0657,-14.12006
193.75764,2629.16725,5.28207,150.62658,3.36434,-13.67539
167.33279,2205.81943,8.57864,0,8.71587,-13.64939
169.1046,2012.46941,3.78656,94.78041,1.25026,-13.60555
160.72329,1821.81795,3.36322,98.08605,1.37004,-13.39994
124.54141,2132.56831,2.85019,0,3.2211,-13.36409
206.55083,2574.4918,4.7952,173.96904,0,-13.33612
165.93818,2469.29953,2.58565,178.90413,2.4851,-13.3091
85.76692,1685.48988,1.89166,64.47934,2.83311,-13.30118
131.85728,2424.08259,3.03743,118.63128,1.11418,-13.24783
85.47812,1615.28305,1.347,73.54449,1.90907,-13.17073
147.57756,2286.13779,2.46967,91.6715,1.84421,-13.11728
190.43658,2973.36637,7.22655,109.02764,3.92599,-13.03261
157.61506,2011.37517,4.13999,98.41608,1.02688,-13.00701
154.0717,1980.14643,3.64495,94.11703,1.05228,-12.90711
152.62269,1993.82521,3.3178,61.67605,5.25347,-12.89479
99.30224,1838.34538,2.14932,65.63595,1.21034,-12.88566
97.25898,1793.93723,2.8709,102.61084,2.08505,-12.8678
161.16605,2354.01315,4.73104,62.13108,3.31988,-12.79409
128.94996,2194.63827,3.74178,94.18747,2.07151,-12.79024
184.25045,2650.35015,5.23278,104.2702,3.77031,-12.75421
136.73342,1698.76185,4.97315,76.48438,0.47866,-12.73742
85.19188,1666.72355,2.29856,121.25155,1.73744,-12.72851
123.20497,1764.04778,2.18106,65.76133,2.91148,-12.69505
178.53414,2298.984,9.51425,79.79501,10.75268,-12.66203
120.134,1694.09229,3.58016,55.61504,2.17546,-12.58131
86.61914,1901.41062,3.78053,94.3752,5.38542,-12.52219
93.21229,1956.29786,3.56868,97.65736,5.24511,-12.51539
102.03574,1854.19071,1.50253,79.65931,1.1723,-12.49027
185.08826,2101.15182,5.34801,109.75525,0.87724,-12.44351
122.43455,1744.95319,2.4897,51.19107,1.41871,-12.43736
141.09665,2177.53089,4.04468,90.47441,1.79633,-12.34615
204.01115,2975.19085,10.57238,106.80922,6.53216,-12.28063
186.83135,2062.4473,6.44825,99.24372,1.54172,-12.26319
117.84509,1551.60675,3.09693,96.91595,3.51243,-12.20355
91.00524,1213.70325,3.08554,104.17753,2.64792,-12.10691
152.11729,2009.10774,3.57259,61.40898,3.60454,-12.09711
85.87124,1888.48999,3.27896,90.74029,5.2743,-12.07882
115.99481,1808.46937,5.55663,75.45711,5.88029,-12.06366
177.09817,1981.37802,5.978,103.69158,1.51689,-12.05814
138.8529,2270.70227,3.83216,92.49851,1.67608,-12.02935
188.63831,2034.70074,5.2631,97.23553,0.71999,-12.01653
104.52582,1292.73933,2.55312,79.9007,1.6547,-12.00955
134.23537,1743.53512,2.68489,88.11884,1.53818,-11.99334
122.1776,2234.81242,1.86312,41.91049,1.82473,-11.95338
110.43076,1673.02235,1.29648,70.89664,0.93435,-11.9251
179.15657,2429.38847,6.94994,58.61157,2.8636,-11.9189
128.16097,1700.66854,2.89594,57.83752,1.80068,-11.89077
175.33648,2677.61005,6.40579,90.99242,3.96924,-11.86418
184.47761,2666.05383,5.47263,94.69658,1.73505,-11.8635
132.83545,2183.73877,2.62387,89.95804,3.15418,-11.85413
177.0884,2897.79267,7.98598,89.32147,4.20574,-11.83891
158.14716,2411.6722,7.0687,129.43859,4.08246,-11.80083
242.85174,2964.15816,11.63918,18.21994,13.69777,-11.80078
115.96114,1675.9623,4.38664,64.46666,0.7558,-11.78919
